cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
1942,Source2,9999,111,11152,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4623
1942,Source2,9999,111,11152,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4624
1943,Source2,9999,111,11152,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4625
1943,Source2,9999,111,11152,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4626
1943,Source2,9999,111,11152,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4627
1943,Source2,9999,111,11152,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4628
1943,Source2,9999,111,11152,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4629
1944,Source2,9999,111,11153,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4630
1944,Source2,9999,111,11153,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4631
1945,Source2,9999,111,11153,Application,2013-06-01,2013-06-01,2014-12-01,18,2013-06-01,2013-06-01,2014-12-01,4632
1946,Source2,9999,111,11153,Application,2014-12-01,2014-12-01,2017-12-01,36,2014-12-01,2014-12-01,2017-12-01,4633
1947,Source2,9999,111,11153,Application,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,4634
1947,Source2,9999,111,11153,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4635
1947,Source2,9999,111,11153,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,4636
1947,Source2,9999,111,11153,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4637
1948,Source2,9999,111,11154,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4638
1948,Source2,9999,111,11154,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4639
1948,Source2,9999,111,11154,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,4640
1948,Source2,9999,111,11154,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,4641
1948,Source2,9999,111,11154,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,4642
1949,Source2,9999,111,11154,Application,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4643
1950,Source2,9999,111,11154,Application,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4644
1950,Source2,9999,111,11154,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,4645
1950,Source2,9999,111,11154,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4646
1951,Source2,9999,111,11155,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4647
1951,Source2,9999,111,11155,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4648
1951,Source2,9999,111,11155,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4649
1951,Source2,9999,111,11155,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4650
1952,Source2,9999,111,11155,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,4651
1952,Source2,9999,111,11155,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,4652
1953,Source2,9999,111,11155,Application,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4653
1953,Source2,9999,111,11155,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4654
1954,Source2,9999,111,11156,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4655
1954,Source2,9999,111,11156,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4656
1954,Source2,9999,111,11156,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4657
1954,Source2,9999,111,11156,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4658
1954,Source2,9999,111,11156,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4659
1954,Source2,9999,111,11156,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4660
1954,Source2,9999,111,11156,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4661
1955,Source2,9999,111,11156,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4662
1956,Source2,9999,111,11157,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4663
1956,Source2,9999,111,11157,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4664
1956,Source2,9999,111,11157,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4665
1956,Source2,9999,111,11157,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4666
1956,Source2,9999,111,11157,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4667
1956,Source2,9999,111,11157,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4668
1956,Source2,9999,111,11157,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,4669
1956,Source2,9999,111,11157,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4670
1957,Source2,9999,111,11158,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4671
1957,Source2,9999,111,11158,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4672
1958,Source2,9999,111,11158,Application,2013-12-01,2013-12-01,2016-12-01,36,2013-12-01,2013-12-01,2016-12-01,4673
1958,Source2,9999,111,11158,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,4674
1958,Source2,9999,111,11158,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,4675
1958,Source2,9999,111,11158,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4676
1958,Source2,9999,111,11158,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,4677
1958,Source2,9999,111,11158,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4678
1959,Source2,9999,111,11159,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4679
1959,Source2,9999,111,11159,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4680
1960,Source2,9999,111,11159,Application,2015-06-01,2015-06-01,2016-12-01,18,2015-06-01,2015-06-01,2016-12-01,4681
1961,Source2,9999,111,11159,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,4682
1961,Source2,9999,111,11159,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,4683
1962,Source2,9999,111,11159,Application,2019-12-01,2019-12-01,2022-06-01,30,2019-12-01,2019-12-01,,4684
1963,Source2,9999,111,11160,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4685
1963,Source2,9999,111,11160,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,4686
1963,Source2,9999,111,11160,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4687
1963,Source2,9999,111,11160,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4688
1964,Source2,9999,111,11160,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,4689
1965,Source2,9999,111,11160,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,4690
1966,Source2,9999,111,11160,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,4691
1967,Source2,9999,111,11161,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4692
1967,Source2,9999,111,11161,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4693
1968,Source2,9999,111,11161,Application,2012-12-01,2012-12-01,2015-12-01,36,2012-12-01,2012-12-01,2015-12-01,4694
1969,Source2,9999,111,11161,Application,2015-12-01,2015-12-01,2017-06-01,18,2015-12-01,2015-12-01,2017-06-01,4695
1969,Source2,9999,111,11161,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4696
1970,Source2,9999,111,11161,Application,2018-06-01,2018-06-01,2021-06-01,36,2018-06-01,2018-06-01,2021-06-01,4697
1970,Source2,9999,111,11161,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4698
1971,Source2,9999,111,11162,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4699
1971,Source2,9999,111,11162,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4700
1971,Source2,9999,111,11162,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4701
1972,Source2,9999,111,11162,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,4702
1972,Source2,9999,111,11162,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4703
1973,Source2,9999,111,11162,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4704
1974,Source2,9999,111,11163,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4705
1974,Source2,9999,111,11163,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4706
1974,Source2,9999,111,11163,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4707
1974,Source2,9999,111,11163,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4708
1974,Source2,9999,111,11163,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4709
1974,Source2,9999,111,11163,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4710
1974,Source2,9999,111,11163,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4711
1974,Source2,9999,111,11163,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4712
1975,Source2,9999,111,11164,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4713
1975,Source2,9999,111,11164,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4714
1976,Source2,9999,111,11164,Application,2012-12-01,2012-12-01,2015-12-01,36,2012-12-01,2012-12-01,2015-12-01,4715
1976,Source2,9999,111,11164,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,4716
1977,Source2,9999,111,11164,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,4717
1977,Source2,9999,111,11164,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4718
1977,Source2,9999,111,11164,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4719
1978,Source2,9999,111,11165,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4720
1978,Source2,9999,111,11165,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4721
1979,Source2,9999,111,11165,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4722
1980,Source2,9999,111,11165,Application,2015-06-01,2015-06-01,2016-12-01,18,2015-06-01,2015-06-01,2016-12-01,4723
1981,Source2,9999,111,11165,Application,2016-12-01,2016-12-01,2018-06-01,18,2016-12-01,2016-12-01,2018-06-01,4724
1982,Source2,9999,111,11165,Application,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4725
1983,Source2,9999,111,11165,Application,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4726
1983,Source2,9999,111,11165,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4727
1984,Source2,9999,111,11166,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4728
1985,Source2,9999,111,11166,Application,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4729
1985,Source2,9999,111,11166,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4730
1985,Source2,9999,111,11166,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4731
1985,Source2,9999,111,11166,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4732
1985,Source2,9999,111,11166,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4733
1985,Source2,9999,111,11166,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4734
1986,Source2,9999,111,11166,Application,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4735
1986,Source2,9999,111,11166,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4736
1987,Source2,9999,111,11167,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4737
1987,Source2,9999,111,11167,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4738
1987,Source2,9999,111,11167,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4739
1987,Source2,9999,111,11167,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4740
1988,Source2,9999,111,11167,Application,2018-06-01,2018-06-01,2021-06-01,36,2018-06-01,2018-06-01,2021-06-01,4741
1989,Source2,9999,111,11167,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4742
1990,Source2,9999,111,11168,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4743
1991,Source2,9999,111,11168,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,4744
1992,Source2,9999,111,11168,Application,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,4745
1992,Source2,9999,111,11168,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,4746
1992,Source2,9999,111,11168,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,4747
1992,Source2,9999,111,11168,Renewal,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,4748
1993,Source2,9999,111,11168,Application,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,4749
1994,Source2,9999,111,11168,Application,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4750
1995,Source2,9999,111,11168,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4751
1996,Source2,9999,111,11169,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4752
1996,Source2,9999,111,11169,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4753
1996,Source2,9999,111,11169,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4754
1996,Source2,9999,111,11169,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4755
1996,Source2,9999,111,11169,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,4756
1996,Source2,9999,111,11169,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4757
1997,Source2,9999,111,11170,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4758
1997,Source2,9999,111,11170,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4759
1998,Source2,9999,111,11170,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4760
1998,Source2,9999,111,11170,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4761
1998,Source2,9999,111,11170,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4762
1998,Source2,9999,111,11170,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4763
1998,Source2,9999,111,11170,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4764
1998,Source2,9999,111,11170,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4765
1999,Source2,9999,111,11171,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4766
1999,Source2,9999,111,11171,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4767
1999,Source2,9999,111,11171,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,4768
1999,Source2,9999,111,11171,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,4769
1999,Source2,9999,111,11171,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,4770
1999,Source2,9999,111,11171,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,4771
2000,Source2,9999,111,11171,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4772
2001,Source2,9999,111,11172,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4773
2001,Source2,9999,111,11172,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4774
2002,Source2,9999,111,11172,Application,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,4775
2003,Source2,9999,111,11172,Application,2014-12-01,2014-12-01,2016-06-01,18,2014-12-01,2014-12-01,2016-06-01,4776
2004,Source2,9999,111,11172,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4777
2005,Source2,9999,111,11172,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,4778
2005,Source2,9999,111,11172,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,4779
2006,Source2,9999,111,11172,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4780
2007,Source2,9999,111,11173,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4781
2007,Source2,9999,111,11173,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4782
2007,Source2,9999,111,11173,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4783
2007,Source2,9999,111,11173,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4784
2008,Source2,9999,111,11173,Application,2016-06-01,2016-06-01,2019-06-01,36,2016-06-01,2016-06-01,2019-06-01,4785
2008,Source2,9999,111,11173,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,4786
2009,Source2,9999,111,11173,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,4787
2009,Source2,9999,111,11173,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4788
2010,Source2,9999,111,11174,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4789
2010,Source2,9999,111,11174,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4790
2010,Source2,9999,111,11174,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,4791
2010,Source2,9999,111,11174,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,4792
2010,Source2,9999,111,11174,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,4793
2010,Source2,9999,111,11174,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4794
2010,Source2,9999,111,11174,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4795
2011,Source2,9999,111,11174,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4796
2012,Source2,1111,222,2220,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4797
2013,Source2,1111,222,2220,Application,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,4798
2014,Source2,1111,222,2220,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4799
2014,Source2,1111,222,2220,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4800
2014,Source2,1111,222,2220,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4801
2015,Source2,1111,222,2220,Application,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4802
2016,Source2,1111,222,2220,Application,2018-06-01,2018-06-01,2019-12-01,18,2018-06-01,2018-06-01,2019-12-01,4803
2016,Source2,1111,222,2220,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4804
2016,Source2,1111,222,2220,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4805
2017,Source2,1111,222,2221,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4806
2018,Source2,1111,222,2221,Application,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4807
2018,Source2,1111,222,2221,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,4808
2018,Source2,1111,222,2221,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,4809
2018,Source2,1111,222,2221,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,4810
2019,Source2,1111,222,2221,Application,2016-12-01,2016-12-01,2017-12-01,12,2016-12-01,2016-12-01,2017-12-01,4811
2019,Source2,1111,222,2221,Renewal,2017-12-01,2017-12-01,2019-12-01,24,2017-12-01,2017-12-01,2019-12-01,4812
2020,Source2,1111,222,2221,Application,2019-12-01,2019-12-01,2022-06-01,30,2019-12-01,2019-12-01,,4813
2021,Source2,1111,222,2222,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4814
2021,Source2,1111,222,2222,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4815
2022,Source2,1111,222,2222,Application,2015-06-01,2015-06-01,2018-06-01,36,2015-06-01,2015-06-01,2018-06-01,4816
2022,Source2,1111,222,2222,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4817
2023,Source2,1111,222,2222,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4818
2024,Source2,1111,222,2223,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4819
2025,Source2,1111,222,2223,Application,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4820
2026,Source2,1111,222,2223,Application,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4821
2027,Source2,1111,222,2223,Application,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4822
2027,Source2,1111,222,2223,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4823
2027,Source2,1111,222,2223,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4824
2028,Source2,1111,222,2223,Application,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4825
2029,Source2,1111,222,2223,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4826
2030,Source2,1111,222,2224,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4827
2030,Source2,1111,222,2224,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4828
2031,Source2,1111,222,2224,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,4829
2032,Source2,1111,222,2224,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4830
2032,Source2,1111,222,2224,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4831
2033,Source2,1111,222,2224,Application,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4832
2034,Source2,1111,222,2224,Application,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,4833
2035,Source2,1111,222,2224,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,4834
2036,Source2,1111,222,2225,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4835
2037,Source2,1111,222,2225,Application,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4836
